PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30397251","Usefulness of peripapillary nerve fiber layer thickness assessed by optical coherence tomography as a biomarker for Alzheimer's disease","Sánchez D, Castilla-Marti M, Rodríguez-Gómez O, Valero S, Piferrer A, Martínez G, Martínez J, Serra J, Moreno-Grau S, Hernández-Olasagarre B, De Rojas I, Hernández I, Abdelnour C, Rosende-Roca M, Vargas L, Mauleón A, Santos-Santos MA, Alegret M, Ortega G, Espinosa A, Pérez-Cordón A, Sanabria Á, Ciudin A, Simó R, Hernández C, Villoslada P, Ruiz A, Tàrraga L, Boada M.","Sci Rep. 2018 Nov 5;8(1):16345. doi: 10.1038/s41598-018-34577-3.","Sánchez D","Sci Rep","2018","2018/11/07","PMC6218495","","10.1038/s41598-018-34577-3"
"30352117","Viewing Retinal Vasculature in Alzheimer Disease","Curcio CA.","JAMA Ophthalmol. 2018 Nov 1;136(11):1249-1250. doi: 10.1001/jamaophthalmol.2018.3569.","Curcio CA","JAMA Ophthalmol","2018","2018/10/24","","","10.1001/jamaophthalmol.2018.3569"
"30352114","Association of Preclinical Alzheimer Disease With Optical Coherence Tomographic Angiography Findings","O'Bryhim BE, Apte RS, Kung N, Coble D, Van Stavern GP.","JAMA Ophthalmol. 2018 Nov 1;136(11):1242-1248. doi: 10.1001/jamaophthalmol.2018.3556.","O'Bryhim BE","JAMA Ophthalmol","2018","2018/10/24","PMC6248182","","10.1001/jamaophthalmol.2018.3556"
"30258667","Beyond backscattering: optical neuroimaging by BRAD","Eugui P, Lichtenegger A, Augustin M, Harper DJ, Muck M, Roetzer T, Wartak A, Konegger T, Widhalm G, Hitzenberger CK, Woehrer A, Baumann B.","Biomed Opt Express. 2018 May 1;9(6):2476-2494. doi: 10.1364/BOE.9.002476. eCollection 2018 Jun 1.","Eugui P","Biomed Opt Express","2018","2018/09/28","PMC6154182","","10.1364/BOE.9.002476"
"30155741","Ocular amyloid imaging at the crossroad of Alzheimer's disease and age-related macular degeneration: implications for diagnosis and therapy","Ong SS, Proia AD, Whitson HE, Farsiu S, Doraiswamy PM, Lad EM.","J Neurol. 2019 Jul;266(7):1566-1577. doi: 10.1007/s00415-018-9028-z. Epub 2018 Aug 28.","Ong SS","J Neurol","2019","2018/08/30","","","10.1007/s00415-018-9028-z"
"30140712","Retinal tissue hypoperfusion in patients with clinical Alzheimer's disease","Gameiro GR, Jiang H, Liu Y, Deng Y, Sun X, Nascentes B, Baumel B, Rundek T, Wang J.","Eye Vis (Lond). 2018 Aug 17;5:21. doi: 10.1186/s40662-018-0115-0. eCollection 2018.","Gameiro GR","Eye Vis (Lond)","2018","2018/08/25","PMC6097197","","10.1186/s40662-018-0115-0"
"30122836","Optical Coherence Tomography: Is Really a New Biomarker for Alzheimer's Disease?","Poroy C, Yücel AÂ.","Ann Indian Acad Neurol. 2018 Apr-Jun;21(2):119-125. doi: 10.4103/aian.AIAN_368_17.","Poroy C","Ann Indian Acad Neurol","2018","2018/08/21","PMC6073964","","10.4103/aian.AIAN_368_17"
"30114417","Spectral-Domain OCT Measurements in Alzheimer's Disease: A Systematic Review and Meta-analysis","Chan VTT, Sun Z, Tang S, Chen LJ, Wong A, Tham CC, Wong TY, Chen C, Ikram MK, Whitson HE, Lad EM, Mok VCT, Cheung CY.","Ophthalmology. 2019 Apr;126(4):497-510. doi: 10.1016/j.ophtha.2018.08.009. Epub 2018 Aug 13.","Chan VTT","Ophthalmology","2019","2018/08/17","PMC6424641","NIHMS1503524","10.1016/j.ophtha.2018.08.009"
"30075734","The EMIF-AD PreclinAD study: study design and baseline cohort overview","Konijnenberg E, Carter SF, Ten Kate M, den Braber A, Tomassen J, Amadi C, Wesselman L, Nguyen HT, van de Kreeke JA, Yaqub M, Demuru M, Mulder SD, Hillebrand A, Bouwman FH, Teunissen CE, Serné EH, Moll AC, Verbraak FD, Hinz R, Pendleton N, Lammertsma AA, van Berckel BNM, Barkhof F, Boomsma DI, Scheltens P, Herholz K, Visser PJ.","Alzheimers Res Ther. 2018 Aug 4;10(1):75. doi: 10.1186/s13195-018-0406-7.","Konijnenberg E","Alzheimers Res Ther","2018","2018/08/05","PMC6091034","","10.1186/s13195-018-0406-7"
"30072791","Deep brain optical coherence tomography angiography in mice: in vivo, noninvasive imaging of hippocampal formation","Park KS, Shin JG, Qureshi MM, Chung E, Eom TJ.","Sci Rep. 2018 Aug 2;8(1):11614. doi: 10.1038/s41598-018-29975-6.","Park KS","Sci Rep","2018","2018/08/04","PMC6072748","","10.1038/s41598-018-29975-6"
"30040712","Visualization of Focal Thinning of the Ganglion Cell-Inner Plexiform Layer in Patients with Mild Cognitive Impairment and Alzheimer's Disease","Shao Y, Jiang H, Wei Y, Shi Y, Shi C, Wright CB, Sun X, Vanner EA, Rodriguez AD, Lam BL, Rundek T, Baumel BS, Gameiro GR, Dong C, Wang J.","J Alzheimers Dis. 2018;64(4):1261-1273. doi: 10.3233/JAD-180070.","Shao Y","J Alzheimers Dis","2018","2018/07/25","","","10.3233/JAD-180070"
"30007164","Aging-associated changes in cerebral vasculature and blood flow as determined by quantitative optical coherence tomography angiography","Li Y, Choi WJ, Wei W, Song S, Zhang Q, Liu J, Wang RK.","Neurobiol Aging. 2018 Oct;70:148-159. doi: 10.1016/j.neurobiolaging.2018.06.017. Epub 2018 Jun 22.","Li Y","Neurobiol Aging","2018","2018/07/15","PMC6119107","NIHMS981093","10.1016/j.neurobiolaging.2018.06.017"
"29988470","Potential Utility of Retinal Imaging for Alzheimer's Disease: A Review","Liao H, Zhu Z, Peng Y.","Front Aging Neurosci. 2018 Jun 22;10:188. doi: 10.3389/fnagi.2018.00188. eCollection 2018.","Liao H","Front Aging Neurosci","2018","2018/07/11","PMC6024140","","10.3389/fnagi.2018.00188"
"29946702","Association of Retinal Neurodegeneration on Optical Coherence Tomography With Dementia: A Population-Based Study","Mutlu U, Colijn JM, Ikram MA, Bonnemaijer PWM, Licher S, Wolters FJ, Tiemeier H, Koudstaal PJ, Klaver CCW, Ikram MK.","JAMA Neurol. 2018 Oct 1;75(10):1256-1263. doi: 10.1001/jamaneurol.2018.1563.","Mutlu U","JAMA Neurol","2018","2018/06/28","PMC6233847","","10.1001/jamaneurol.2018.1563"
"29935103","Thinner retinal layers are associated with changes in the visual pathway: A population-based study","Mutlu U, Ikram MK, Roshchupkin GV, Bonnemaijer PWM, Colijn JM, Vingerling JR, Niessen WJ, Ikram MA, Klaver CCW, Vernooij MW.","Hum Brain Mapp. 2018 Nov;39(11):4290-4301. doi: 10.1002/hbm.24246. Epub 2018 Jun 23.","Mutlu U","Hum Brain Mapp","2018","2018/06/24","PMC6866563","","10.1002/hbm.24246"
"29927472","Assessment of Differences in Retinal Microvasculature Using OCT Angiography in Alzheimer's Disease: A Twin Discordance Report","Grewal DS, Polascik BW, Hoffmeyer GC, Fekrat S.","Ophthalmic Surg Lasers Imaging Retina. 2018 Jun 1;49(6):440-444. doi: 10.3928/23258160-20180601-09.","Grewal DS","Ophthalmic Surg Lasers Imaging Retina","2018","2018/06/22","","","10.3928/23258160-20180601-09"
"29861577","Application of Optical Coherence Tomography in the Detection and Classification of Cognitive Decline","Lee MJ, Abraham AG, Swenor BK, Sharrett AR, Ramulu PY.","J Curr Glaucoma Pract. 2018 Jan-Apr;12(1):10-18. doi: 10.5005/jp-journals-10028-1238. Epub 2018 Mar 1.","Lee MJ","J Curr Glaucoma Pract","2018","2018/06/05","PMC5981088","","10.5005/jp-journals-10028-1238"
"29860463","Outer Retinal Assessment Using Spectral-Domain Optical Coherence Tomography in Patients With Alzheimer's and Parkinson's Disease","Uchida A, Pillai JA, Bermel R, Bonner-Jackson A, Rae-Grant A, Fernandez H, Bena J, Jones SE, Leverenz JB, Srivastava SK, Ehlers JP.","Invest Ophthalmol Vis Sci. 2018 Jun 1;59(7):2768-2777. doi: 10.1167/iovs.17-23240.","Uchida A","Invest Ophthalmol Vis Sci","2018","2018/06/04","PMC5983910","","10.1167/iovs.17-23240"
"29796403","Emerging Applications of Optical Coherence Tomography Angiography (OCTA) in neurological research","Wang L, Murphy O, Caldito NG, Calabresi PA, Saidha S.","Eye Vis (Lond). 2018 May 12;5:11. doi: 10.1186/s40662-018-0104-3. eCollection 2018.","Wang L","Eye Vis (Lond)","2018","2018/05/26","PMC5956832","","10.1186/s40662-018-0104-3"
"29780864","Change in retinal structural anatomy during the preclinical stage of Alzheimer's disease","Santos CY, Johnson LN, Sinoff SE, Festa EK, Heindel WC, Snyder PJ.","Alzheimers Dement (Amst). 2018 Feb 7;10:196-209. doi: 10.1016/j.dadm.2018.01.003. eCollection 2018.","Santos CY","Alzheimers Dement (Amst)","2018","2018/05/22","PMC5956814","","10.1016/j.dadm.2018.01.003"
"29596588","Incidence of and Risk Factors Associated With Age-Related Macular Degeneration: Four-Year Follow-up From the ALIENOR Study","Saunier V, Merle BMJ, Delyfer MN, Cougnard-Grégoire A, Rougier MB, Amouyel P, Lambert JC, Dartigues JF, Korobelnik JF, Delcourt C.","JAMA Ophthalmol. 2018 May 1;136(5):473-481. doi: 10.1001/jamaophthalmol.2018.0504.","Saunier V","JAMA Ophthalmol","2018","2018/03/30","PMC5876848","","10.1001/jamaophthalmol.2018.0504"
"29447481","Regularity changes of the retinal nerve fiber layer and macular ganglion cell complex in patients with the amnestic mild cognitive impairment","Wu Y, Wang XN, Wang N, Han Y, Ma D, Lu Y.","Int J Neurosci. 2018 Sep;128(9):849-853. doi: 10.1080/00207454.2018.1438428. Epub 2018 Feb 22.","Wu Y","Int J Neurosci","2018","2018/02/16","","","10.1080/00207454.2018.1438428"
"29420642","Evaluation of inner retinal layers as biomarkers in mild cognitive impairment to moderate Alzheimer's disease","Lad EM, Mukherjee D, Stinnett SS, Cousins SW, Potter GG, Burke JR, Farsiu S, Whitson HE.","PLoS One. 2018 Feb 8;13(2):e0192646. doi: 10.1371/journal.pone.0192646. eCollection 2018.","Lad EM","PLoS One","2018","2018/02/09","PMC5805310","","10.1371/journal.pone.0192646"
"29394263","Impaired retinal microcirculation in patients with Alzheimer's disease","Jiang H, Liu Y, Wei Y, Shi Y, Wright CB, Sun X, Rundek T, Baumel BS, Landman J, Wang J.","PLoS One. 2018 Feb 2;13(2):e0192154. doi: 10.1371/journal.pone.0192154. eCollection 2018.","Jiang H","PLoS One","2018","2018/02/03","PMC5796702","","10.1371/journal.pone.0192154"
"29359625","Vision in Alzheimer's disease: a focus on the anterior afferent pathway","Pelak VS, Hills W.","Neurodegener Dis Manag. 2018 Feb;8(1):49-67. doi: 10.2217/nmt-2017-0030. Epub 2018 Jan 23.","Pelak VS","Neurodegener Dis Manag","2018","2018/01/24","","","10.2217/nmt-2017-0030"
"29312131","Patterns of Retinal Ganglion Cell Damage in Neurodegenerative Disorders: Parvocellular vs Magnocellular Degeneration in Optical Coherence Tomography Studies","La Morgia C, Di Vito L, Carelli V, Carbonelli M.","Front Neurol. 2017 Dec 22;8:710. doi: 10.3389/fneur.2017.00710. eCollection 2017.","La Morgia C","Front Neurol","2017","2018/01/10","PMC5744067","","10.3389/fneur.2017.00710"
"29312125","Optical Coherence Tomography in Alzheimer's Disease and Other Neurodegenerative Diseases","Doustar J, Torbati T, Black KL, Koronyo Y, Koronyo-Hamaoui M.","Front Neurol. 2017 Dec 19;8:701. doi: 10.3389/fneur.2017.00701. eCollection 2017.","Doustar J","Front Neurol","2017","2018/01/10","PMC5742098","","10.3389/fneur.2017.00701"
"29310962","Glaucomatous Optic Neuropathy Associated with Nocturnal Dip in Blood Pressure: Findings from the Maracaibo Aging Study","Melgarejo JD, Lee JH, Petitto M, Yépez JB, Murati FA, Jin Z, Chávez CA, Pirela RV, Calmón GE, Lee W, Johnson MP, Mena LJ, Al-Aswad LA, Terwilliger JD, Allikmets R, Maestre GE, De Moraes CG.","Ophthalmology. 2018 Jun;125(6):807-814. doi: 10.1016/j.ophtha.2017.11.029. Epub 2018 Jan 6.","Melgarejo JD","Ophthalmology","2018","2018/01/10","PMC5963964","NIHMS922695","10.1016/j.ophtha.2017.11.029"
"29275545","Application of optical coherence tomography for in vivo monitoring of the meningeal lymphatic vessels during opening of blood-brain barrier: mechanisms of brain clearing","Semyachkina-Glushkovskaya O, Abdurashitov A, Dubrovsky A, Bragin D, Bragina O, Shushunova N, Maslyakova G, Navolokin N, Bucharskaya A, Tuchin V, Kurths J, Shirokov A.","J Biomed Opt. 2017 Dec;22(12):1-9. doi: 10.1117/1.JBO.22.12.121719.","Semyachkina-Glushkovskaya O","J Biomed Opt","2017","2017/12/25","","","10.1117/1.JBO.22.12.121719"
"29201990","Retinal thickness correlates with parietal cortical atrophy in early-onset Alzheimer's disease and controls","den Haan J, Janssen SF, van de Kreeke JA, Scheltens P, Verbraak FD, Bouwman FH.","Alzheimers Dement (Amst). 2017 Nov 6;10:49-55. doi: 10.1016/j.dadm.2017.10.005. eCollection 2018.","den Haan J","Alzheimers Dement (Amst)","2017","2017/12/05","PMC5699891","","10.1016/j.dadm.2017.10.005"
"29137322","The c-jun N-terminal kinase plays a key role in ocular degenerative changes in a mouse model of Alzheimer disease suggesting a correlation between ocular and brain pathologies","Buccarello L, Sclip A, Sacchi M, Castaldo AM, Bertani I, ReCecconi A, Maestroni S, Zerbini G, Nucci P, Borsello T.","Oncotarget. 2017 Aug 3;8(47):83038-83051. doi: 10.18632/oncotarget.19886. eCollection 2017 Oct 10.","Buccarello L","Oncotarget","2017","2017/11/16","PMC5669948","","10.18632/oncotarget.19886"
"29053131","[Perspectives of the diagnosis of Alzheimer's disease using optic coherent tomography]","Bogolepova AN, Zhuravleva AN, Makhnovich EV.","Zh Nevrol Psikhiatr Im S S Korsakova. 2017;117(9):112-117. doi: 10.17116/jnevro201711791112-117.","Bogolepova AN","Zh Nevrol Psikhiatr Im S S Korsakova","2017","2017/10/21","","","10.17116/jnevro201711791112-117"
"29040211","Altered Macular Microvasculature in Mild Cognitive Impairment and Alzheimer Disease","Jiang H, Wei Y, Shi Y, Wright CB, Sun X, Gregori G, Zheng F, Vanner EA, Lam BL, Rundek T, Wang J.","J Neuroophthalmol. 2018 Sep;38(3):292-298. doi: 10.1097/WNO.0000000000000580.","Jiang H","J Neuroophthalmol","2018","2017/10/18","PMC5902666","NIHMS902852","10.1097/WNO.0000000000000580"
"29022297","Analysis of the Retinal Nerve Fiber Layer Thickness in Alzheimer Disease and Mild Cognitive Impairment","Kwon JY, Yang JH, Han JS, Kim DG.","Korean J Ophthalmol. 2017 Dec;31(6):548-556. doi: 10.3341/kjo.2016.0118. Epub 2017 Nov 27.","Kwon JY","Korean J Ophthalmol","2017","2017/10/13","PMC5726990","","10.3341/kjo.2016.0118"
"28966843","Spectroscopic imaging with spectral domain visible light optical coherence microscopy in Alzheimer's disease brain samples","Lichtenegger A, Harper DJ, Augustin M, Eugui P, Muck M, Gesperger J, Hitzenberger CK, Woehrer A, Baumann B.","Biomed Opt Express. 2017 Aug 7;8(9):4007-4025. doi: 10.1364/BOE.8.004007. eCollection 2017 Sep 1.","Lichtenegger A","Biomed Opt Express","2017","2017/10/03","PMC5611919","","10.1364/BOE.8.004007"
"28887373","Optical coherence tomography identifies outer retina thinning in frontotemporal degeneration","Kim BJ, Irwin DJ, Song D, Daniel E, Leveque JD, Raquib AR, Pan W, Ying GS, Aleman TS, Dunaief JL, Grossman M.","Neurology. 2017 Oct 10;89(15):1604-1611. doi: 10.1212/WNL.0000000000004500. Epub 2017 Sep 8.","Kim BJ","Neurology","2017","2017/09/10","PMC5634666","","10.1212/WNL.0000000000004500"
"28885451","Visual Structure and Function in Collision Sport Athletes","Leong D, Morettin C, Messner LV, Steinmetz RJ, Pang Y, Galetta SL, Balcer LJ.","J Neuroophthalmol. 2018 Sep;38(3):285-291. doi: 10.1097/WNO.0000000000000572.","Leong D","J Neuroophthalmol","2018","2017/09/09","","","10.1097/WNO.0000000000000572"
"28861029","Repeatability and Reproducibility of Retinal Neuronal and Axonal Measures on Spectral-Domain Optical Coherence Tomography in Patients with Cognitive Impairment","Loh EH, Ong YT, Venketasubramanian N, Hilal S, Thet N, Wong TY, Chen CPL, Cheung CY.","Front Neurol. 2017 Aug 15;8:359. doi: 10.3389/fneur.2017.00359. eCollection 2017.","Loh EH","Front Neurol","2017","2017/09/02","PMC5559462","","10.3389/fneur.2017.00359"
"28643042","OCT in Alzheimer's disease: thinning of the RNFL and superior hemiretina","Cunha JP, Proença R, Dias-Santos A, Almeida R, Águas H, Alves M, Papoila AL, Louro C, Castanheira-Dinis A.","Graefes Arch Clin Exp Ophthalmol. 2017 Sep;255(9):1827-1835. doi: 10.1007/s00417-017-3715-9. Epub 2017 Jun 22.","Cunha JP","Graefes Arch Clin Exp Ophthalmol","2017","2017/06/24","","","10.1007/s00417-017-3715-9"
"28640657","Retinal Findings on OCT in Systemic Conditions","Chhablani PP, Ambiya V, Nair AG, Bondalapati S, Chhablani J.","Semin Ophthalmol. 2018;33(4):525-546. doi: 10.1080/08820538.2017.1332233. Epub 2017 Jun 22.","Chhablani PP","Semin Ophthalmol","2018","2017/06/23","","","10.1080/08820538.2017.1332233"
"28600299","Evaluation of optical coherence tomography angiographic findings in Alzheimer's type dementia","Bulut M, Kurtuluş F, Gözkaya O, Erol MK, Cengiz A, Akıdan M, Yaman A.","Br J Ophthalmol. 2018 Feb;102(2):233-237. doi: 10.1136/bjophthalmol-2017-310476. Epub 2017 Jun 9.","Bulut M","Br J Ophthalmol","2018","2017/06/11","","","10.1136/bjophthalmol-2017-310476"
"28435851","Choroidal thinning: Alzheimer's disease and aging","Cunha JP, Proença R, Dias-Santos A, Melancia D, Almeida R, Águas H, Santos BO, Alves M, Ferreira J, Papoila AL, Louro C, Castanheira-Dinis A.","Alzheimers Dement (Amst). 2017 Mar 30;8:11-17. doi: 10.1016/j.dadm.2017.03.004. eCollection 2017.","Cunha JP","Alzheimers Dement (Amst)","2017","2017/04/25","PMC5390660","","10.1016/j.dadm.2017.03.004"
"28385127","Retinal nerve fiber layer thickness and neuropsychiatric manifestations in systemic lupus erythematosus","Shulman S, Shorer R, Wollman J, Dotan G, Paran D.","Lupus. 2017 Nov;26(13):1420-1425. doi: 10.1177/0961203317703496. Epub 2017 Apr 6.","Shulman S","Lupus","2017","2017/04/08","","","10.1177/0961203317703496"
"28282060","Visual dysfunction and its correlation with retinal changes in patients with Alzheimer's disease","Polo V, Rodrigo MJ, Garcia-Martin E, Otin S, Larrosa JM, Fuertes MI, Bambo MP, Pablo LE, Satue M.","Eye (Lond). 2017 Jul;31(7):1034-1041. doi: 10.1038/eye.2017.23. Epub 2017 Mar 10.","Polo V","Eye (Lond)","2017","2017/03/11","PMC5519267","","10.1038/eye.2017.23"
"28275698","Retinal thickness in Alzheimer's disease: A systematic review and meta-analysis","den Haan J, Verbraak FD, Visser PJ, Bouwman FH.","Alzheimers Dement (Amst). 2017 Jan 25;6:162-170. doi: 10.1016/j.dadm.2016.12.014. eCollection 2017.","den Haan J","Alzheimers Dement (Amst)","2017","2017/03/10","PMC5328759","","10.1016/j.dadm.2016.12.014"
"28262719","Visualization of neuritic plaques in Alzheimer's disease by polarization-sensitive optical coherence microscopy","Baumann B, Woehrer A, Ricken G, Augustin M, Mitter C, Pircher M, Kovacs GG, Hitzenberger CK.","Sci Rep. 2017 Mar 6;7:43477. doi: 10.1038/srep43477.","Baumann B","Sci Rep","2017","2017/03/07","PMC5337955","","10.1038/srep43477"
"28119602","The Walnuts and Healthy Aging Study (WAHA): Protocol for a Nutritional Intervention Trial with Walnuts on Brain Aging","Rajaram S, Valls-Pedret C, Cofán M, Sabaté J, Serra-Mir M, Pérez-Heras AM, Arechiga A, Casaroli-Marano RP, Alforja S, Sala-Vila A, Doménech M, Roth I, Freitas-Simoes TM, Calvo C, López-Illamola A, Haddad E, Bitok E, Kazzi N, Huey L, Fan J, Ros E.","Front Aging Neurosci. 2017 Jan 10;8:333. doi: 10.3389/fnagi.2016.00333. eCollection 2016.","Rajaram S","Front Aging Neurosci","2017","2017/01/26","PMC5222811","","10.3389/fnagi.2016.00333"
"28106555","Optical Coherence Tomography Reveals Retinal Neuroaxonal Thinning in Frontotemporal Dementia as in Alzheimer's Disease","Ferrari L, Huang SC, Magnani G, Ambrosi A, Comi G, Leocani L.","J Alzheimers Dis. 2017;56(3):1101-1107. doi: 10.3233/JAD-160886.","Ferrari L","J Alzheimers Dis","2017","2017/01/21","","","10.3233/JAD-160886"
"28101398","Wide-field retinal optical coherence tomography with wavefront sensorless adaptive optics for enhanced imaging of targeted regions","Polans J, Keller B, Carrasco-Zevallos OM, LaRocca F, Cole E, Whitson HE, Lad EM, Farsiu S, Izatt JA.","Biomed Opt Express. 2016 Dec 2;8(1):16-37. doi: 10.1364/BOE.8.000016. eCollection 2017 Jan 1.","Polans J","Biomed Opt Express","2016","2017/01/20","PMC5231289","","10.1364/BOE.8.000016"
"28068565","Retinal thinning is uniquely associated with medial temporal lobe atrophy in neurologically normal older adults","Casaletto KB, Ward ME, Baker NS, Bettcher BM, Gelfand JM, Li Y, Chen R, Dutt S, Miller B, Kramer JH, Green AJ.","Neurobiol Aging. 2017 Mar;51:141-147. doi: 10.1016/j.neurobiolaging.2016.12.011. Epub 2016 Dec 21.","Casaletto KB","Neurobiol Aging","2017","2017/01/10","PMC5554591","NIHMS891026","10.1016/j.neurobiolaging.2016.12.011"
"28057562","Imaging retina to study dementia and stroke","Cheung CY, Ikram MK, Chen C, Wong TY.","Prog Retin Eye Res. 2017 Mar;57:89-107. doi: 10.1016/j.preteyeres.2017.01.001. Epub 2017 Jan 3.","Cheung CY","Prog Retin Eye Res","2017","2017/01/07","","","10.1016/j.preteyeres.2017.01.001"
"28004155","[Retinal imaging of the macula and optic disc in neurodegenerative diseases]","Turski GN, Schmitz-Valckenberg S, Holz FG, Finger RP.","Ophthalmologe. 2017 Feb;114(2):114-119. doi: 10.1007/s00347-016-0412-8.","Turski GN","Ophthalmologe","2017","2016/12/23","","","10.1007/s00347-016-0412-8"
"27928377","Macular Thickness in Subjective Memory Complaints and Mild Cognitive Impairment: A Non-Invasive Biomarker","Giménez Castejón D, Dudekova M, Gómez Gallego M, Lajara Blesa J.","Neuroophthalmology. 2016 Jan 19;40(1):16-22. doi: 10.3109/01658107.2015.1118516. eCollection 2016 Feb.","Giménez Castejón D","Neuroophthalmology","2016","2016/12/09","PMC5123118","","10.3109/01658107.2015.1118516"
"27875364","Attenuation of Choroidal Thickness in Patients With Alzheimer Disease: Evidence From an Italian Prospective Study","Trebbastoni A, Marcelli M, Mallone F, D'Antonio F, Imbriano L, Campanelli A, de Lena C, Gharbiya M.","Alzheimer Dis Assoc Disord. 2017 Apr-Jun;31(2):128-134. doi: 10.1097/WAD.0000000000000176.","Trebbastoni A","Alzheimer Dis Assoc Disord","2017","2016/11/23","","","10.1097/WAD.0000000000000176"
"27847642","The role of optical coherence tomography in Alzheimer's disease","Cunha LP, Almeida AL, Costa-Cunha LV, Costa CF, Monteiro ML.","Int J Retina Vitreous. 2016 Oct 17;2:24. doi: 10.1186/s40942-016-0049-4. eCollection 2016.","Cunha LP","Int J Retina Vitreous","2016","2016/11/17","PMC5088456","","10.1186/s40942-016-0049-4"
"27840739","Optical Coherence Tomography as a Biomarker for Diagnosis, Progression, and Prognosis of Neurodegenerative Diseases","Satue M, Obis J, Rodrigo MJ, Otin S, Fuertes MI, Vilades E, Gracia H, Ara JR, Alarcia R, Polo V, Larrosa JM, Pablo LE, Garcia-Martin E.","J Ophthalmol. 2016;2016:8503859. doi: 10.1155/2016/8503859. Epub 2016 Oct 20.","Satue M","J Ophthalmol","2016","2016/11/15","PMC5093273","","10.1155/2016/8503859"
"27830174","Nonvascular retinal imaging markers of preclinical Alzheimer's disease","Snyder PJ, Johnson LN, Lim YY, Santos CY, Alber J, Maruff P, Fernández B.","Alzheimers Dement (Amst). 2016 Oct 1;4:169-178. doi: 10.1016/j.dadm.2016.09.001. eCollection 2016.","Snyder PJ","Alzheimers Dement (Amst)","2016","2016/11/11","PMC5078641","","10.1016/j.dadm.2016.09.001"
"27377656","Alzheimer's disease: A review of its visual system neuropathology. Optical coherence tomography-a potential role as a study tool in vivo","Cunha JP, Moura-Coelho N, Proença RP, Dias-Santos A, Ferreira J, Louro C, Castanheira-Dinis A.","Graefes Arch Clin Exp Ophthalmol. 2016 Nov;254(11):2079-2092. doi: 10.1007/s00417-016-3430-y. Epub 2016 Jul 4.","Cunha JP","Graefes Arch Clin Exp Ophthalmol","2016","2016/07/06","","","10.1007/s00417-016-3430-y"
"27722194","Retinal nerve fiber layer thickness in amnestic mild cognitive impairment: Case-control study and meta-analysis","Knoll B, Simonett J, Volpe NJ, Farsiu S, Ward M, Rademaker A, Weintraub S, Fawzi AA.","Alzheimers Dement (Amst). 2016 Aug 19;4:85-93. doi: 10.1016/j.dadm.2016.07.004. eCollection 2016.","Knoll B","Alzheimers Dement (Amst)","2016","2016/10/11","PMC5045947","","10.1016/j.dadm.2016.07.004"
"27707691","Optical coherence tomography angiography: an overview of the technology and an assessment of applications for clinical research","Koustenis A Jr, Harris A, Gross J, Januleviciene I, Shah A, Siesky B.","Br J Ophthalmol. 2017 Jan;101(1):16-20. doi: 10.1136/bjophthalmol-2016-309389. Epub 2016 Oct 4.","Koustenis A Jr","Br J Ophthalmol","2017","2016/10/07","","","10.1136/bjophthalmol-2016-309389"
"27598262","Macular Ganglion Cell -Inner Plexiform Layer Thickness Is Associated with Clinical Progression in Mild Cognitive Impairment and Alzheimers Disease","Choi SH, Park SJ, Kim NR.","PLoS One. 2016 Sep 6;11(9):e0162202. doi: 10.1371/journal.pone.0162202. eCollection 2016.","Choi SH","PLoS One","2016","2016/09/07","PMC5012569","","10.1371/journal.pone.0162202"
"27567815","The Association Between Retinal Neuronal Layer and Brain Structure is Disrupted in Patients with Cognitive Impairment and Alzheimer's Disease","Liu S, Ong YT, Hilal S, Loke YM, Wong TY, Chen CL, Cheung CY, Zhou J.","J Alzheimers Dis. 2016 Sep 6;54(2):585-95. doi: 10.3233/JAD-160067.","Liu S","J Alzheimers Dis","2016","2016/08/29","","","10.3233/JAD-160067"
"27503699","Early changes of brain connectivity in primary open angle glaucoma","Frezzotti P, Giorgio A, Toto F, De Leucio A, De Stefano N.","Hum Brain Mapp. 2016 Dec;37(12):4581-4596. doi: 10.1002/hbm.23330. Epub 2016 Aug 9.","Frezzotti P","Hum Brain Mapp","2016","2016/08/10","PMC6867307","","10.1002/hbm.23330"
"27394689","Retinal nerve fibre layer thickness changes in Alzheimer's disease: Results from a 12-month prospective case series","Trebbastoni A, D'Antonio F, Bruscolini A, Marcelli M, Cecere M, Campanelli A, Imbriano L, de Lena C, Gharbiya M.","Neurosci Lett. 2016 Aug 26;629:165-170. doi: 10.1016/j.neulet.2016.07.006. Epub 2016 Jul 6.","Trebbastoni A","Neurosci Lett","2016","2016/07/11","","","10.1016/j.neulet.2016.07.006"
"27345274","[How far reaches earliness of optical coherence tomography in cognitive impairment]","Gimenez-Castejon D, Gomez-Gallego M, Martinez-Martinez ML, Dudekova M, Lajara-Blesa J.","Rev Neurol. 2016 Jul 1;63(1):5-10.","Gimenez-Castejon D","Rev Neurol","2016","2016/06/28","","",""
"27333888","One protein, multiple pathologies: multifaceted involvement of amyloid β in neurodegenerative disorders of the brain and retina","Gupta V, Gupta VB, Chitranshi N, Gangoda S, Vander Wall R, Abbasi M, Golzan M, Dheer Y, Shah T, Avolio A, Chung R, Martins R, Graham S.","Cell Mol Life Sci. 2016 Nov;73(22):4279-4297. doi: 10.1007/s00018-016-2295-x. Epub 2016 Jun 22.","Gupta V","Cell Mol Life Sci","2016","2016/06/24","","","10.1007/s00018-016-2295-x"
