PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17420400","The impact of neuropathic pain on health-related quality of life: review and implications","Jensen MP, Chodroff MJ, Dworkin RH.","Neurology. 2007 Apr 10;68(15):1178-82. doi: 10.1212/01.wnl.0000259085.61898.9e.","Jensen MP","Neurology","2007","2007/04/11","","","10.1212/01.wnl.0000259085.61898.9e"
"17224568","Patterns of sensory abnormality in cortical stroke: evidence for a dichotomized sensory system","Kim JS.","Neurology. 2007 Jan 16;68(3):174-80. doi: 10.1212/01.wnl.0000251298.12763.9b.","Kim JS","Neurology","2007","2007/01/17","","","10.1212/01.wnl.0000251298.12763.9b"
"15007162","Evaluation and treatment of central pain syndromes","Nicholson BD.","Neurology. 2004 Mar 9;62(5 Suppl 2):S30-6. doi: 10.1212/wnl.62.5_suppl_2.s30.","Nicholson BD","Neurology","2004","2004/03/10","","","10.1212/wnl.62.5_suppl_2.s30"
"12963762","Central post-stroke pain or paresthesia in lenticulocapsular hemorrhages","Kim JS.","Neurology. 2003 Sep 9;61(5):679-82. doi: 10.1212/wnl.61.5.679.","Kim JS","Neurology","2003","2003/09/10","","","10.1212/wnl.61.5.679"
"12221151","Use of anticonvulsants for treatment of neuropathic pain","Backonja MM.","Neurology. 2002 Sep 10;59(5 Suppl 2):S14-7. doi: 10.1212/wnl.59.5_suppl_2.s14.","Backonja MM","Neurology","2002","2002/09/11","","","10.1212/wnl.59.5_suppl_2.s14"
"11865132","Effects of IV morphine in central pain: a randomized placebo-controlled study","Attal N, Guirimand F, Brasseur L, Gaude V, Chauvin M, Bouhassira D.","Neurology. 2002 Feb 26;58(4):554-63. doi: 10.1212/wnl.58.4.554.","Attal N","Neurology","2002","2002/02/28","","","10.1212/wnl.58.4.554"
"11160953","Lamotrigine for central poststroke pain: a randomized controlled trial","Vestergaard K, Andersen G, Gottrup H, Kristensen BT, Jensen TS.","Neurology. 2001 Jan 23;56(2):184-90. doi: 10.1212/wnl.56.2.184.","Vestergaard K","Neurology","2001","2001/02/13","","","10.1212/wnl.56.2.184"
"10680784","Intravenous lidocaine in central pain: a double-blind, placebo-controlled, psychophysical study","Attal N, Gaudé V, Brasseur L, Dupuy M, Guirimand F, Parker F, Bouhassira D.","Neurology. 2000 Feb 8;54(3):564-74. doi: 10.1212/wnl.54.3.564.","Attal N","Neurology","2000","2000/02/19","","","10.1212/wnl.54.3.564"
"9818859","Central poststroke pain: correlation of MRI with clinical pain characteristics and sensory abnormalities","Bowsher D, Leijon G, Thuomas KA.","Neurology. 1998 Nov;51(5):1352-8. doi: 10.1212/wnl.51.5.1352.","Bowsher D","Neurology","1998","1998/11/18","","","10.1212/wnl.51.5.1352"
"9596040","Central poststroke pain and Wallenberg's lateral medullary infarction","Bowsher D, Leijon G.","Neurology. 1998 May;50(5):1520-1. doi: 10.1212/wnl.50.5.1520-c.","Bowsher D","Neurology","1998","1998/05/22","","","10.1212/wnl.50.5.1520-c"
"9521307","Central poststroke pain associated with lateral medullary infarction","Silverman IE.","Neurology. 1998 Mar;50(3):836-7. doi: 10.1212/wnl.50.3.836-c.","Silverman IE","Neurology","1998","1998/04/01","","","10.1212/wnl.50.3.836-c"
"9222179","Central poststroke pain and Wallenberg's lateral medullary infarction: frequency, character, and determinants in 63 patients","MacGowan DJ, Janal MN, Clark WC, Wharton RN, Lazar RM, Sacco RL, Mohr JP.","Neurology. 1997 Jul;49(1):120-5. doi: 10.1212/wnl.49.1.120.","MacGowan DJ","Neurology","1997","1997/07/01","","","10.1212/wnl.49.1.120"
"9153442","Pain after thalamic stroke: right diencephalic predominance and clinical features in 180 patients","Nasreddine ZS, Saver JL.","Neurology. 1997 May;48(5):1196-9. doi: 10.1212/wnl.48.5.1196.","Nasreddine ZS","Neurology","1997","1997/05/01","","","10.1212/wnl.48.5.1196"
"28009767","Transient Sensory Recovery in Stroke Patients After Pulsed Radiofrequency Electrical Stimulation on Dorsal Root Ganglia: A Case Series","Apiliogullari S, Gezer IA, Levendoglu F.","Neurologist. 2017 Jan;22(1):18-20. doi: 10.1097/NRL.0000000000000090.","Apiliogullari S","Neurologist","2017","2016/12/24","","","10.1097/NRL.0000000000000090"
"22829133","Atypical presentation of thalamic post-stroke pain","Brigo F, Rossini F, Stefani A, Tocco P, Fiaschi A, Salviati A.","Neurol Sci. 2013 Jun;34(6):1015-7. doi: 10.1007/s10072-012-1162-2. Epub 2012 Jul 25.","Brigo F","Neurol Sci","2013","2012/07/26","","","10.1007/s10072-012-1162-2"
"29600889","Transcranial direct current stimulation in the modulation of neuropathic pain: a systematic review","David MCMM, Moraes AA, Costa MLD, Franco CIF.","Neurol Res. 2018 Jul;40(7):555-563. doi: 10.1080/01616412.2018.1453190. Epub 2018 Mar 30.","David MCMM","Neurol Res","2018","2018/03/31","","","10.1080/01616412.2018.1453190"
"18631430","Management of petrosal veins during microvascular decompression for trigeminal neuralgia","Zhong J, Li ST, Xu SQ, Wan L, Wang X.","Neurol Res. 2008 Sep;30(7):697-700. doi: 10.1179/174313208X289624. Epub 2008 Jul 15.","Zhong J","Neurol Res","2008","2008/07/18","","","10.1179/174313208X289624"
"25482254","Diagnosis and management of neuropathic pain: review of literature and recommendations of the Polish Association for the Study of Pain and the Polish Neurological Society - Part Two","Szczudlik A, Dobrogowski J, Wordliczek J, Stępień A, Krajnik M, Leppert W, Woroń J, Przeklasa-Muszyńska A, Kocot-Kępska M, Zajączkowska R, Janecki M, Adamczyk A, Malec-Milewska M.","Neurol Neurochir Pol. 2014;48(6):423-35. doi: 10.1016/j.pjnns.2014.11.002. Epub 2014 Nov 16.","Szczudlik A","Neurol Neurochir Pol","2014","2014/12/09","","","10.1016/j.pjnns.2014.11.002"
"31061256","Predictive Factors Associated with Pain Relief of Spinal Cord Stimulation for Central Post-stroke Pain","Tanei T, Kajita Y, Takebayashi S, Aoki K, Nakahara N, Wakabayashi T.","Neurol Med Chir (Tokyo). 2019 Jun 15;59(6):213-221. doi: 10.2176/nmc.oa.2018-0292. Epub 2019 Apr 26.","Tanei T","Neurol Med Chir (Tokyo)","2019","2019/05/08","PMC6580041","","10.2176/nmc.oa.2018-0292"
"22850491","Validation and the future of stimulation therapy of the primary motor cortex","Saitoh Y.","Neurol Med Chir (Tokyo). 2012;52(7):451-6. doi: 10.2176/nmc.52.451.","Saitoh Y","Neurol Med Chir (Tokyo)","2012","2012/08/02","","","10.2176/nmc.52.451"
"21273738","Efficacy of motor cortex stimulation for intractable central neuropathic pain: comparison of stimulation parameters between post-stroke pain and other central pain","Tanei T, Kajita Y, Noda H, Takebayashi S, Nakatsubo D, Maesawa S, Wakabayashi T.","Neurol Med Chir (Tokyo). 2011;51(1):8-14. doi: 10.2176/nmc.51.8.","Tanei T","Neurol Med Chir (Tokyo)","2011","2011/01/29","","","10.2176/nmc.51.8"
"28488610","Pregabalin and lamotrigine in central poststroke pain: A pilot study","Kalita J, Chandra S, Misra UK.","Neurol India. 2017 May-Jun;65(3):506-511. doi: 10.4103/neuroindia.NI_45_16.","Kalita J","Neurol India","2017","2017/05/11","","","10.4103/neuroindia.NI_45_16"
"25360766","Smile without euphoria induced by deep brain stimulation: a case report","Morishita T, Foote KD, Archer DB, Coombes SA, Vaillancourt DE, Hassan A, Haq IU, Wolf J, Okun MS.","Neurocase. 2015;21(6):674-8. doi: 10.1080/13554794.2014.973883. Epub 2014 Oct 31.","Morishita T","Neurocase","2015","2014/11/01","","","10.1080/13554794.2014.973883"
"17786778","Rapid relief of thalamic pain syndrome induced by vestibular caloric stimulation","Ramachandran VS, McGeoch PD, Williams L, Arcilla G.","Neurocase. 2007 Jun;13(3):185-8. doi: 10.1080/13554790701450446.","Ramachandran VS","Neurocase","2007","2007/09/06","","","10.1080/13554790701450446"
"31194070","Lysophosphatidic acid LPA(1) and LPA(3) receptors play roles in the maintenance of late tissue plasminogen activator-induced central poststroke pain in mice","Ueda H, Neyama H, Sasaki K, Miyama C, Iwamoto R.","Neurobiol Pain. 2018 Jul 20;5:100020. doi: 10.1016/j.ynpai.2018.07.001. eCollection 2019 Jan-Jul.","Ueda H","Neurobiol Pain","2018","2019/06/14","PMC6550111","","10.1016/j.ynpai.2018.07.001"
"25836422","Targeting P(2)X(7) receptor for the treatment of central post-stroke pain in a rodent model","Kuan YH, Shih HC, Tang SC, Jeng JS, Shyu BC.","Neurobiol Dis. 2015 Jun;78:134-45. doi: 10.1016/j.nbd.2015.02.028. Epub 2015 Mar 30.","Kuan YH","Neurobiol Dis","2015","2015/04/04","","","10.1016/j.nbd.2015.02.028"
"33318416","Central post-stroke pain due to injury of the medial lemniscus in a patient with medullary infarction","Jang SH, Kwon HG.","Neural Regen Res. 2021 Jul;16(7):1351-1352. doi: 10.4103/1673-5374.301036.","Jang SH","Neural Regen Res","2021","2020/12/15","","","10.4103/1673-5374.301036"
"29323041","Central post-stroke pain due to injury of the spinothalamic tract in patients with cerebral infarction: a diffusion tensor tractography imaging study","Jang SH, Lee J, Yeo SS.","Neural Regen Res. 2017 Dec;12(12):2021-2024. doi: 10.4103/1673-5374.221159.","Jang SH","Neural Regen Res","2017","2018/01/12","PMC5784350","","10.4103/1673-5374.221159"
"25206549","Pain management of hemiplegic shoulder pain post stroke in patients from Nanjing, China","Zhu Y, Su B, Li N, Jin H.","Neural Regen Res. 2013 Sep 5;8(25):2389-98. doi: 10.3969/j.issn.1673-5374.2013.25.010.","Zhu Y","Neural Regen Res","2013","2014/09/11","PMC4146042","","10.3969/j.issn.1673-5374.2013.25.010"
"27774321","Electroacupuncture Treatment Alleviates Central Poststroke Pain by Inhibiting Brain Neuronal Apoptosis and Aberrant Astrocyte Activation","Tian GH, Tao SS, Chen MT, Li YS, Li YP, Shang HC, Tang XY, Chen JX, Tang HB.","Neural Plast. 2016;2016:1437148. doi: 10.1155/2016/1437148. Epub 2016 Sep 27.","Tian GH","Neural Plast","2016","2016/10/25","PMC5059615","","10.1155/2016/1437148"
"25896085","Modulating the pain network--neurostimulation for central poststroke pain","Hosomi K, Seymour B, Saitoh Y.","Nat Rev Neurol. 2015 May;11(5):290-9. doi: 10.1038/nrneurol.2015.58. Epub 2015 Apr 21.","Hosomi K","Nat Rev Neurol","2015","2015/04/22","","","10.1038/nrneurol.2015.58"
"21931348","Invasive brain stimulation for the treatment of neuropathic pain","Nguyen JP, Nizard J, Keravel Y, Lefaucheur JP.","Nat Rev Neurol. 2011 Sep 20;7(12):699-709. doi: 10.1038/nrneurol.2011.138.","Nguyen JP","Nat Rev Neurol","2011","2011/09/21","","","10.1038/nrneurol.2011.138"
"10649575","Thermosensory activation of insular cortex","Craig AD, Chen K, Bandy D, Reiman EM.","Nat Neurosci. 2000 Feb;3(2):184-90. doi: 10.1038/72131.","Craig AD","Nat Neurosci","2000","2000/01/29","","","10.1038/72131"
"14639584","Enzyme replacement therapy improves peripheral nerve and sweat function in Fabry disease","Schiffmann R, Floeter MK, Dambrosia JM, Gupta S, Moore DF, Sharabi Y, Khurana RK, Brady RO.","Muscle Nerve. 2003 Dec;28(6):703-10. doi: 10.1002/mus.10497.","Schiffmann R","Muscle Nerve","2003","2003/11/26","","","10.1002/mus.10497"
"27030713","Functional characterization of a mouse model for central post-stroke pain","Gritsch S, Bali KK, Kuner R, Vardeh D.","Mol Pain. 2016 Mar 8;12:1744806916629049. doi: 10.1177/1744806916629049. Print 2016.","Gritsch S","Mol Pain","2016","2016/04/01","PMC4956143","","10.1177/1744806916629049"
"25889278","A [14C]iodoantipyrine study of inter-regional correlations of neural substrates following central post-stroke pain in rats","Lu HC, Chang WJ, Kuan YH, Huang AC, Shyu BC.","Mol Pain. 2015 Mar 8;11:9. doi: 10.1186/s12990-015-0006-5.","Lu HC","Mol Pain","2015","2015/04/19","PMC4358859","","10.1186/s12990-015-0006-5"
"30915713","Dysregulation of CRMP2 Post-Translational Modifications Drive Its Pathological Functions","Moutal A, White KA, Chefdeville A, Laufmann RN, Vitiello PF, Feinstein D, Weimer JM, Khanna R.","Mol Neurobiol. 2019 Oct;56(10):6736-6755. doi: 10.1007/s12035-019-1568-4. Epub 2019 Mar 27.","Moutal A","Mol Neurobiol","2019","2019/03/28","PMC6728212","NIHMS1525514","10.1007/s12035-019-1568-4"
"30565051","Phosphorylated CRMP2 Regulates Spinal Nociceptive Neurotransmission","Yu J, Moutal A, Dorame A, Bellampalli SS, Chefdeville A, Kanazawa I, Pham NYN, Park KD, Weimer JM, Khanna R.","Mol Neurobiol. 2019 Jul;56(7):5241-5255. doi: 10.1007/s12035-018-1445-6. Epub 2018 Dec 18.","Yu J","Mol Neurobiol","2019","2018/12/20","PMC6581648","NIHMS1516925","10.1007/s12035-018-1445-6"
"21922448","Deep brain stimulation for Dejerine-Roussy syndrome: case report","Alves RV, Asfora WT.","Minim Invasive Neurosurg. 2011 Aug;54(4):183-6. doi: 10.1055/s-0031-1280833. Epub 2011 Sep 15.","Alves RV","Minim Invasive Neurosurg","2011","2011/09/17","","","10.1055/s-0031-1280833"
"33080696","Nonpharmacological therapies for central poststroke pain: A systematic review","Xu XM, Luo H, Rong BB, Zheng XM, Wang FT, Zhang SJ, Li ZX.","Medicine (Baltimore). 2020 Oct 16;99(42):e22611. doi: 10.1097/MD.0000000000022611.","Xu XM","Medicine (Baltimore)","2020","2020/10/21","PMC7572005","","10.1097/MD.0000000000022611"
"32664133","Different clinical courses of various radiologic findings in fibromuscular dysplasia during a 7-year follow-up: A case report","Park S, Choi HY.","Medicine (Baltimore). 2020 Jul 10;99(28):e21108. doi: 10.1097/MD.0000000000021108.","Park S","Medicine (Baltimore)","2020","2020/07/16","PMC7360207","","10.1097/MD.0000000000021108"
"30558012","Delayed-onset central poststroke pain due to degeneration of the spinothalamic tract following thalamic hemorrhage: A case report","Jang SH, Kim J, Lee HD.","Medicine (Baltimore). 2018 Dec;97(50):e13533. doi: 10.1097/MD.0000000000013533.","Jang SH","Medicine (Baltimore)","2018","2018/12/19","PMC6319862","","10.1097/MD.0000000000013533"
"30461662","The role of NLRP3 inflammasome in stroke and central poststroke pain: Erratum","","Medicine (Baltimore). 2018 Nov;97(47):e13495. doi: 10.1097/MD.0000000000013495.","","Medicine (Baltimore)","2018","2018/11/22","PMC6392965","","10.1097/MD.0000000000013495"
"30113480","The role of NLRP3 inflammasome in stroke and central poststroke pain","Li SJ, Zhang YF, Ma SH, Yi Y, Yu HY, Pei L, Feng D.","Medicine (Baltimore). 2018 Aug;97(33):e11861. doi: 10.1097/MD.0000000000011861.","Li SJ","Medicine (Baltimore)","2018","2018/08/17","PMC6112889","","10.1097/MD.0000000000011861"
"28151918","Thalamic pain alleviated by stellate ganglion block: A case report","Liao C, Yang M, Liu P, Zhong W, Zhang W.","Medicine (Baltimore). 2017 Feb;96(5):e6058. doi: 10.1097/MD.0000000000006058.","Liao C","Medicine (Baltimore)","2017","2017/02/03","PMC5293481","","10.1097/MD.0000000000006058"
"30037598","Vibration as adjuvant treatment modality for central poststroke pain","Altschuler EL.","Med Hypotheses. 2018 Sep;118:127. doi: 10.1016/j.mehy.2018.07.001. Epub 2018 Jul 3.","Altschuler EL","Med Hypotheses","2018","2018/07/25","","","10.1016/j.mehy.2018.07.001"
"26944242","Central Neuropathic Pain Syndromes","Watson JC, Sandroni P.","Mayo Clin Proc. 2016 Mar;91(3):372-85. doi: 10.1016/j.mayocp.2016.01.017.","Watson JC","Mayo Clin Proc","2016","2016/03/06","","","10.1016/j.mayocp.2016.01.017"
"22980165","The nucleus accumbens as a potential target for central poststroke pain","Mallory GW, Abulseoud O, Hwang SC, Gorman DA, Stead SM, Klassen BT, Sandroni P, Watson JC, Lee KH.","Mayo Clin Proc. 2012 Oct;87(10):1025-31. doi: 10.1016/j.mayocp.2012.02.029. Epub 2012 Sep 12.","Mallory GW","Mayo Clin Proc","2012","2012/09/18","PMC3498057","","10.1016/j.mayocp.2012.02.029"
"16610579","Tramadol challenge for relief of intractable central poststroke pain","Iranami H, Yamazaki A, Hatano Y.","Mayo Clin Proc. 2006 Apr;81(4):566. doi: 10.4065/81.4.566.","Iranami H","Mayo Clin Proc","2006","2006/04/14","","","10.4065/81.4.566"
"20650402","Neuropathic pain: diagnosis, pathophysiological mechanisms, and treatment","Baron R, Binder A, Wasner G.","Lancet Neurol. 2010 Aug;9(8):807-19. doi: 10.1016/S1474-4422(10)70143-5.","Baron R","Lancet Neurol","2010","2010/07/24","","","10.1016/S1474-4422(10)70143-5"
"19679277","Central post-stroke pain: clinical characteristics, pathophysiology, and management","Klit H, Finnerup NB, Jensen TS.","Lancet Neurol. 2009 Sep;8(9):857-68. doi: 10.1016/S1474-4422(09)70176-0.","Klit H","Lancet Neurol","2009","2009/08/15","","","10.1016/S1474-4422(09)70176-0"
"26670617","Hydroxycarbamide versus chronic transfusion for maintenance of transcranial doppler flow velocities in children with sickle cell anaemia-TCD With Transfusions Changing to Hydroxyurea (TWiTCH): a multicentre, open-label, phase 3, non-inferiority trial","Ware RE, Davis BR, Schultz WH, Brown RC, Aygun B, Sarnaik S, Odame I, Fuh B, George A, Owen W, Luchtman-Jones L, Rogers ZR, Hilliard L, Gauger C, Piccone C, Lee MT, Kwiatkowski JL, Jackson S, Miller ST, Roberts C, Heeney MM, Kalfa TA, Nelson S, Imran H, Nottage K, Alvarez O, Rhodes M, Thompson AA, Rothman JA, Helton KJ, Roberts D, Coleman J, Bonner MJ, Kutlar A, Patel N, Wood J, Piller L, Wei P, Luden J, Mortier NA, Stuber SE, Luban NL, Cohen AR, Pressel S, Adams RJ.","Lancet. 2016 Feb 13;387(10019):661-70. doi: 10.1016/S0140-6736(15)01041-7. Epub 2015 Dec 6.","Ware RE","Lancet","2016","2015/12/17","PMC5724392","NIHMS921601","10.1016/S0140-6736(15)01041-7"
"27103967","Thalamic Pain Misdiagnosed as Cervical Disc Herniation","Lim TH, Choi SI, Yoo JI, Choi YS, Lim YS, Sang BH, Bang YS, Kim YU.","Korean J Pain. 2016 Apr;29(2):119-22. doi: 10.3344/kjp.2016.29.2.119. Epub 2016 Apr 1.","Lim TH","Korean J Pain","2016","2016/04/23","PMC4837117","","10.3344/kjp.2016.29.2.119"
"32584742","Post-stroke bilateral heterotopic ossification: An acute problem with long-lasting consequences","Ozen S, Bölük Şenlikci H, Ümit Yemişci O.","Jt Dis Relat Surg. 2020;31(2):386-389. doi: 10.5606/ehc.2020.72081. Epub 2020 Jun 18.","Ozen S","Jt Dis Relat Surg","2020","2020/06/26","PMC7489164","","10.5606/ehc.2020.72081"
"24386678","Chronic pain after a stroke. Understanding central poststroke pain syndrome","","Johns Hopkins Med Lett Health After 50. 2013 Aug;25(7):1-2.","","Johns Hopkins Med Lett Health After 50","2013","2014/01/07","","",""
"33055425","Fgr contributes to hemorrhage-induced thalamic pain by activating NF-κB/ERK1/2 pathways","Huang T, Fu G, Gao J, Zhang Y, Cai W, Wu S, Jia S, Xia S, Bachmann T, Bekker A, Tao YX.","JCI Insight. 2020 Oct 15;5(20):e139987. doi: 10.1172/jci.insight.139987.","Huang T","JCI Insight","2020","2020/10/15","PMC7605540","","10.1172/jci.insight.139987"
"32051342","Microglial depletion under thalamic hemorrhage ameliorates mechanical allodynia and suppresses aberrant axonal sprouting","Hiraga SI, Itokazu T, Hoshiko M, Takaya H, Nishibe M, Yamashita T.","JCI Insight. 2020 Feb 13;5(3):e131801. doi: 10.1172/jci.insight.131801.","Hiraga SI","JCI Insight","2020","2020/02/14","PMC7098795","","10.1172/jci.insight.131801"
"27500516","Autoradiographic Measurements of [14C]-Iodoantipyrine in Rat Brain Following Central Post-Stroke Pain","Huang AC, Lu HC, Shyu BC.","J Vis Exp. 2016 Jul 18;(113). doi: 10.3791/53947.","Huang AC","J Vis Exp","2016","2016/08/09","","","10.3791/53947"
"23353138","Breathing-controlled Electrical Stimulation (BreEStim) for management of neuropathic pain and spasticity","Li S.","J Vis Exp. 2013 Jan 10;(71):e50077. doi: 10.3791/50077.","Li S","J Vis Exp","2013","2013/01/29","PMC3582688","","10.3791/50077"
"33066920","Effectiveness of Dry Needling in the Management of Spasticity in Patients Post Stroke","Núñez-Cortés R, Cruz-Montecinos C, Latorre-García R, Pérez-Alenda S, Torres-Castro R.","J Stroke Cerebrovasc Dis. 2020 Nov;29(11):105236. doi: 10.1016/j.jstrokecerebrovasdis.2020.105236. Epub 2020 Aug 19.","Núñez-Cortés R","J Stroke Cerebrovasc Dis","2020","2020/10/17","","","10.1016/j.jstrokecerebrovasdis.2020.105236"
"32305277","Botulinum Toxin Type A for Upper Limb Spasticity in Poststroke Patients: A Meta-analysis of Randomized Controlled Trials","Jia S, Liu Y, Shen L, Liang X, Xu X, Wei Y.","J Stroke Cerebrovasc Dis. 2020 Jun;29(6):104682. doi: 10.1016/j.jstrokecerebrovasdis.2020.104682. Epub 2020 Apr 15.","Jia S","J Stroke Cerebrovasc Dis","2020","2020/04/20","","","10.1016/j.jstrokecerebrovasdis.2020.104682"
"31899073","Long-term Effects of Extracorporeal Shock Wave Therapy on Poststroke Spasticity: A Meta-analysis of Randomized Controlled Trials","Jia G, Ma J, Wang S, Wu D, Tan B, Yin Y, Jia L, Cheng L.","J Stroke Cerebrovasc Dis. 2020 Mar;29(3):104591. doi: 10.1016/j.jstrokecerebrovasdis.2019.104591. Epub 2019 Dec 31.","Jia G","J Stroke Cerebrovasc Dis","2020","2020/01/04","","","10.1016/j.jstrokecerebrovasdis.2019.104591"
"31542367","Water-Based Exercise on Functioning and Quality of Life in Poststroke Persons: A Systematic Review and Meta-Analysis","Saquetto MB, da Silva CM, Martinez BP, Sena CDC, Pontes SS, da Paixão MTC, Gomes Neto M.","J Stroke Cerebrovasc Dis. 2019 Nov;28(11):104341. doi: 10.1016/j.jstrokecerebrovasdis.2019.104341. Epub 2019 Sep 18.","Saquetto MB","J Stroke Cerebrovasc Dis","2019","2019/09/23","","","10.1016/j.jstrokecerebrovasdis.2019.104341"
"30940426","The Effectiveness of Fluidotherapy in Poststroke Complex Regional Pain Syndrome: A Randomized Controlled Study","Sezgin Ozcan D, Tatli HU, Polat CS, Oken O, Koseoglu BF.","J Stroke Cerebrovasc Dis. 2019 Jun;28(6):1578-1585. doi: 10.1016/j.jstrokecerebrovasdis.2019.03.002. Epub 2019 Mar 30.","Sezgin Ozcan D","J Stroke Cerebrovasc Dis","2019","2019/04/04","","","10.1016/j.jstrokecerebrovasdis.2019.03.002"
"24389375","Successful treatment of growing basilar artery dissecting aneurysm by pipeline flow diversion embolization device","Gong D, Yan B, Dowling R, Mitchell P.","J Stroke Cerebrovasc Dis. 2014 Jul;23(6):1713-6. doi: 10.1016/j.jstrokecerebrovasdis.2013.11.019. Epub 2014 Jan 3.","Gong D","J Stroke Cerebrovasc Dis","2014","2014/01/07","","","10.1016/j.jstrokecerebrovasdis.2013.11.019"
"12691333","Shoulder pain in hemiplegia revisited: contribution of functional electrical stimulation and other therapies","Vuagnat H, Chantraine A.","J Rehabil Med. 2003 Mar;35(2):49-54; quiz 56. doi: 10.1080/16501970306111.","Vuagnat H","J Rehabil Med","2003","2003/04/15","","","10.1080/16501970306111"
"12201611","Long-term pain conditions after a stroke","Widar M, Samuelsson L, Karlsson-Tivenius S, Ahlström G.","J Rehabil Med. 2002 Jul;34(4):165-70. doi: 10.1080/16501970213237.","Widar M","J Rehabil Med","2002","2002/08/31","","","10.1080/16501970213237"
"27190485","The antalgic effects of non-invasive physical modalities on central post-stroke pain: a systematic review","Chen CC, Chuang YF, Huang AC, Chen CK, Chang YJ.","J Phys Ther Sci. 2016 Apr;28(4):1368-73. doi: 10.1589/jpts.28.1368. Epub 2016 Apr 28.","Chen CC","J Phys Ther Sci","2016","2016/05/19","PMC4868245","","10.1589/jpts.28.1368"
"27134349","Pain syndromes in hemiplegic patients and their effects on rehabilitation results","Caglar NS, Akin T, Aytekin E, Komut EA, Ustabasioglu F, Okur S, Dogan Y, Erdem Hİ, Ataoglu E, Yalcinkaya E.","J Phys Ther Sci. 2016 Mar;28(3):731-7. doi: 10.1589/jpts.28.731. Epub 2016 Mar 31.","Caglar NS","J Phys Ther Sci","2016","2016/05/03","PMC4842430","","10.1589/jpts.28.731"
"26957737","The effects of central post-stroke pain on quality of life and depression in patients with stroke","Şahin-Onat Ş, Ünsal-Delialioğlu S, Kulaklı F, Özel S.","J Phys Ther Sci. 2016 Jan;28(1):96-101. doi: 10.1589/jpts.28.96. Epub 2016 Jan 30.","Şahin-Onat Ş","J Phys Ther Sci","2016","2016/03/10","PMC4755983","","10.1589/jpts.28.96"
"23488791","Establishment of a central post-stroke pain model using global cerebral ischaemic mice","Tamiya S, Yoshida Y, Harada S, Nakamoto K, Tokuyama S.","J Pharm Pharmacol. 2013 Apr;65(4):615-20. doi: 10.1111/jphp.12007. Epub 2012 Dec 6.","Tamiya S","J Pharm Pharmacol","2013","2013/03/16","","","10.1111/jphp.12007"
"21749395","Aβ and Aδ but not C-fibres are involved in stroke related pain and allodynia: an experimental study in mice","Takami K, Fujita-Hamabe W, Harada S, Tokuyama S.","J Pharm Pharmacol. 2011 Mar;63(3):452-6. doi: 10.1111/j.2042-7158.2010.01231.x. Epub 2011 Feb 8.","Takami K","J Pharm Pharmacol","2011","2011/07/14","","","10.1111/j.2042-7158.2010.01231.x"
"20471549","Anodal transcranial direct current stimulation of the motor cortex ameliorates chronic pain and reduces short intracortical inhibition","Antal A, Terney D, Kühnl S, Paulus W.","J Pain Symptom Manage. 2010 May;39(5):890-903. doi: 10.1016/j.jpainsymman.2009.09.023.","Antal A","J Pain Symptom Manage","2010","2010/05/18","","","10.1016/j.jpainsymman.2009.09.023"
"17085264","Central post-stroke syndrome treated with parenteral lidocaine","Bharadwaj P, Danilychev M.","J Pain Symptom Manage. 2006 Nov;32(5):400-1. doi: 10.1016/j.jpainsymman.2006.07.005.","Bharadwaj P","J Pain Symptom Manage","2006","2006/11/07","","","10.1016/j.jpainsymman.2006.07.005"
"15010100","Coping with long-term pain after a stroke","Widar M, Ek AC, Ahlström G.","J Pain Symptom Manage. 2004 Mar;27(3):215-25. doi: 10.1016/j.jpainsymman.2003.07.006.","Widar M","J Pain Symptom Manage","2004","2004/03/11","","","10.1016/j.jpainsymman.2003.07.006"
"32161490","Ultrasound-Guided Stellate Ganglion Block for Central Post-Stroke Pain: A Case Report and Review","Liu Q, Zhong Q, Tang G, Ye L.","J Pain Res. 2020 Feb 26;13:461-464. doi: 10.2147/JPR.S236812. eCollection 2020.","Liu Q","J Pain Res","2020","2020/03/13","PMC7049743","","10.2147/JPR.S236812"
"31853195","Effects of Non-Invasive Brain Stimulation on Clinical Pain Intensity and Experimental Pain Sensitivity Among Individuals with Central Post-Stroke Pain: A Systematic Review","Ramger BC, Bader KA, Davies SP, Stewart DA, Ledbetter LS, Simon CB, Feld JA.","J Pain Res. 2019 Dec 13;12:3319-3329. doi: 10.2147/JPR.S216081. eCollection 2019.","Ramger BC","J Pain Res","2019","2019/12/20","PMC6916700","","10.2147/JPR.S216081"
"31354335","Effectiveness of tonic and burst motor cortex stimulation in chronic neuropathic pain","Sokal P, Harat M, Malukiewicz A, Kiec M, Świtońska M, Jabłońska R.","J Pain Res. 2019 Jun 11;12:1863-1869. doi: 10.2147/JPR.S195867. eCollection 2019.","Sokal P","J Pain Res","2019","2019/07/30","PMC6580141","","10.2147/JPR.S195867"
"25114584","An open-label, long-term study examining the safety and tolerability of pregabalin in Japanese patients with central neuropathic pain","Onouchi K, Koga H, Yokoyama K, Yoshiyama T.","J Pain Res. 2014 Jul 28;7:439-47. doi: 10.2147/JPR.S63028. eCollection 2014.","Onouchi K","J Pain Res","2014","2014/08/13","PMC4122555","","10.2147/JPR.S63028"
